Time,ECG
106908,4.1797
106909,4.1797
106910,5.2581
106912,3.1013
106913,4.4493
106914,4.1797
106915,4.4493
106916,3.9101
106917,11.998
106918,12.268
106919,4.1797
106920,4.1797
106921,4.1797
106922,4.1797
106923,4.4493
106924,3.3709
106934,4.9885
106935,3.9101
106936,4.4493
106937,4.1797
106938,4.1797
106939,4.1797
106940,4.1797
106941,4.1797
106942,4.1797
106943,4.1797
106944,4.1797
106945,4.1797
106946,4.1797
106947,4.1797
106948,4.1797
106949,4.1797
106950,4.1797
106951,4.1797
106952,4.1797
106953,4.1797
106954,4.4493
106955,3.3709
106956,12.268
106957,4.1797
106958,11.998
106959,4.4493
106960,4.1797
106961,4.1797
106962,4.4493
106963,12.537
106964,11.998
106965,12.268
106966,11.998
106967,11.998
106968,11.998
106969,11.998
106970,11.998
106971,11.998
106972,12.537
106973,9.8412
106974,3.1013
106975,4.4493
106976,3.3709
106977,7.1452
106978,12.807
106979,11.728
106980,11.998
106981,11.998
106982,11.998
106983,11.998
106984,11.998
106985,11.998
106986,11.998
106987,11.728
106988,12.807
106989,6.0669
106990,3.3709
106991,3.9101
106992,3.6405
106993,3.9101
106994,3.1013
106995,10.92
106996,11.998
106997,11.728
106998,11.728
106999,11.728
107000,11.728
107001,11.728
107002,11.728
107003,11.728
107004,11.728
107005,11.728
107006,11.459
107007,12.268
107008,20.625
107009,18.468
107010,10.92
107011,11.728
107012,11.459
107013,11.728
107014,11.459
107015,12.268
107016,9.0324
107017,2.5621
107018,3.6405
107019,3.6405
107020,2.8317
107021,7.1452
107022,12.268
107023,11.459
107024,11.728
107025,11.459
107026,11.459
107027,11.459
107028,11.459
107029,11.459
107030,11.459
107031,11.459
107032,11.459
107033,11.459
107034,11.459
107035,11.459
107036,11.459
107037,10.65
107038,18.468
107039,19.547
107040,19.277
107041,19.547
107042,19.007
107043,27.365
107044,19.277
107045,19.277
107046,19.277
107047,19.277
107048,19.277
107049,19.277
107050,19.277
107051,18.199
107052,9.5716
107053,15.233
107054,25.208
107055,9.5716
107056,9.302
107057,2.023
107058,2.5621
107059,5.7973
107060,11.728
107061,11.728
107062,6.8756
107063,5.7973
107064,11.998
107065,10.65
107066,10.92
107067,10.92
107068,11.189
107069,10.111
107070,16.042
107071,20.355
107072,13.076
107073,10.38
107074,10.92
107075,10.92
107076,10.92
107077,10.92
107078,10.65
107079,10.92
107080,10.111
107081,18.738
107082,10.92
107083,18.468
107084,18.738
107085,18.738
107086,10.65
107087,18.738
107088,10.38
107089,10.65
107090,10.65
107091,10.65
107092,10.65
107093,10.65
107094,10.65
107095,10.65
107096,10.65
107097,10.65
107098,10.65
107099,10.38
107100,10.65
107101,9.8412
107102,14.155
107103,16.581
107104,7.6844
107105,19.277
107106,23.051
107107,22.243
107108,23.321
107109,16.311
107110,24.399
107111,22.243
107112,16.581
107113,24.938
107114,21.164
107115,17.659
107116,18.199
107117,19.007
107118,11.459
107119,10.65
107120,3.3709
107121,1.7534
107122,2.2925
107123,2.023
107124,2.023
107125,2.023
107126,2.023
107127,2.023
107128,2.023
107129,2.2925
107130,1.7534
107151,3.3709
107152,2.023
107153,2.2925
107154,2.2925
107155,1.7534
107156,6.8756
107157,17.929
107158,11.459
107159,17.39
107160,11.189
107161,17.659
107162,10.92
107163,17.12
107164,18.468
107165,18.199
107166,18.199
107167,18.199
107168,18.199
107169,26.286
107170,26.017
107171,26.286
107172,26.017
107173,26.017
107174,26.286
107175,24.938
107176,17.659
107177,16.851
107178,9.0324
107179,10.111
107180,9.8412
107181,9.8412
107182,9.8412
107183,10.38
107184,7.4148
107186,6.0669
107187,6.3365
107188,4.4493
107189,10.92
107190,9.5716
107191,9.8412
107192,9.8412
107193,9.8412
107194,9.8412
107195,9.5716
107196,10.65
107197,3.9101
107198,1.2142
107199,1.7534
107200,1.7534
107201,1.7534
107202,1.7534
107203,1.7534
107204,1.7534
107205,1.2142
107206,9.0324
107207,10.38
107208,1.4838
107209,17.39
107210,17.659
107211,17.659
107212,9.5716
107213,9.8412
107214,9.5716
107215,9.8412
107216,8.7628
107217,0.94458
107218,1.7534
107219,1.4838
107220,1.2142
107221,3.3709
107222,10.38
107223,9.302
107224,9.8412
107225,9.0324
107226,12.268
107227,18.468
107228,17.39
107229,17.659
107230,17.39
107231,17.39
107232,17.659
107233,17.12
107234,18.199
107235,12.537
107236,8.4932
107237,10.38
107238,3.6405
107239,1.4838
107245,0.94458
107248,1.4838
107249,1.2142
107250,1.2142
107251,1.4838
107252,1.2142
107253,17.39
107255,1.4838
107256,1.2142
107257,1.2142
107258,1.4838
107287,37.609
107288,92.876
107289,151.11
107290,208.53
107291,265.69
107292,331.2
107293,388.62
107294,454.13
107295,511.29
107296,567.9
107297,608.07
107298,647.7
107299,670.62
107300,695.69
107301,716.45
107302,713.48
107303,700.27
107304,678.43
107305,663.34
107306,620.47
107307,585.42
107308,546.33
107309,528.0
107310,523.96
107311,521.26
107312,508.59
107313,487.83
107314,458.98
107315,420.7
107316,378.65
107317,337.13
107318,295.34
107319,254.09
107320,211.77
107321,176.18
107322,142.48
107323,116.33
107324,85.058
107325,57.829
107326,32.757
107327,14.963
107608,3.1013
107631,5.7973
107633,5.5277
107635,5.7973
107639,7.4148
107640,3.9101
107642,1.7534
107643,3.3709
107645,7.4148
107646,5.5277
107647,6.8756
107648,2.023
107653,3.1013
107654,6.6061
107655,5.7973
107656,6.0669
107657,6.0669
107658,6.0669
107659,6.0669
107660,6.0669
107661,6.0669
107662,6.0669
107663,6.0669
107664,6.0669
107665,6.0669
107666,6.0669
107667,6.0669
107668,6.0669
107669,6.0669
107670,6.0669
107671,6.0669
107672,6.0669
107673,6.0669
107674,6.0669
107675,6.0669
107676,6.0669
107677,5.7973
107678,6.3365
107679,4.1797
107701,4.7189
107702,6.3365
107703,6.0669
107704,5.5277
107705,13.346
107706,14.155
107707,14.424
107708,6.3365
107709,6.0669
107710,6.0669
107711,6.0669
107712,6.0669
107713,5.5277
107721,6.6061
107722,6.3365
107723,3.9101
107726,1.4838
107727,3.9101
107734,2.5621
107735,6.6061
107736,5.7973
107737,6.0669
107738,6.0669
107739,6.0669
107740,6.0669
107741,6.0669
107742,6.0669
107743,6.0669
107744,6.0669
107745,6.0669
107746,5.7973
107747,6.0669
107748,5.5277
107749,13.346
107750,14.424
107751,5.7973
107752,13.885
107753,13.885
107754,13.885
107755,13.885
107756,14.424
107757,22.243
107758,21.973
107759,20.895
107760,13.076
107761,14.424
107762,11.998
107763,4.9885
107764,5.7973
107765,5.5277
107766,5.7973
107767,5.7973
107768,5.7973
107769,5.7973
107770,5.5277
107771,5.7973
107772,4.9885
107773,9.8412
107774,14.424
107775,13.346
107776,13.615
107777,13.615
107778,13.615
107779,13.615
107780,13.615
107781,13.885
107782,12.537
107783,20.895
107784,14.694
107785,20.355
107786,15.233
107787,13.076
107788,13.615
107789,13.346
107790,13.615
107791,13.076
107792,21.434
107793,13.346
107794,21.434
107795,21.434
107796,21.434
107797,20.895
107798,12.537
107799,14.424
107800,20.895
107801,12.537
107802,13.346
107803,13.076
107804,13.346
107805,13.076
107806,13.615
107807,11.998
107808,19.007
107809,28.174
107810,19.816
107811,21.434
107812,20.895
107813,21.164
107814,21.164
107815,21.164
107816,21.164
107817,20.895
107818,21.164
107819,19.816
107820,27.095
107821,24.13
107822,20.086
107823,21.164
107824,20.895
107825,20.895
107826,20.625
107827,21.434
107828,13.885
107829,12.537
107830,12.807
107831,12.537
107832,12.807
107833,12.537
107834,12.807
107835,12.537
107836,20.625
107837,20.625
107838,21.164
107839,28.443
107840,20.086
107841,20.625
107842,20.355
107843,20.625
107844,20.355
107845,20.355
107846,20.355
107847,20.355
107848,20.355
107849,20.355
107850,20.625
107851,19.547
107852,24.13
107853,26.017
107854,19.007
107855,21.434
107856,16.311
107857,11.459
107858,12.537
107859,11.189
107860,17.12
107861,20.895
107862,20.086
107863,20.086
107864,20.086
107865,20.086
107866,20.086
107867,20.086
107868,20.086
107869,20.086
107870,20.086
107871,19.816
107872,20.355
107873,12.537
107874,11.728
107875,11.728
107876,11.728
107877,11.728
107878,20.086
107879,19.816
107880,19.816
107881,20.086
107882,18.738
107883,11.998
107884,20.625
107885,19.547
107886,19.816
107887,19.547
107888,19.547
107889,19.547
107890,19.547
107891,19.816
107892,19.007
107893,22.512
107894,28.443
107895,27.365
107896,27.634
107897,27.365
107898,27.365
107899,27.365
107900,27.095
107901,28.174
107902,22.782
107903,16.581
107904,31.139
107905,30.87
107906,26.286
107907,28.174
107908,20.895
107909,18.738
107910,19.277
107911,18.738
107912,19.816
107913,11.459
107914,17.929
107915,19.547
107916,11.189
107917,10.92
107918,10.92
107919,2.8317
107920,2.8317
107921,2.8317
107922,2.2925
107933,3.6405
107934,2.5621
107935,3.1013
107936,2.8317
107937,3.1013
107938,2.023
107939,6.8756
107940,11.728
107941,10.92
107942,10.111
107943,15.772
107944,19.547
107945,18.738
107946,19.007
107947,18.738
107948,18.738
107949,18.738
107950,18.738
107951,18.738
107952,18.738
107953,18.738
107954,19.007
107955,17.659
107956,34.105
107957,27.365
107958,26.556
107959,26.556
107960,26.556
107961,26.556
107962,26.556
107963,26.556
107964,26.556
107965,26.556
107966,26.556
107967,26.286
107968,26.826
107969,25.208
107970,17.12
107971,20.355
107972,27.095
107973,26.017
107974,26.286
107975,26.286
107976,26.286
107977,26.286
107978,26.017
107979,27.095
107980,21.434
107981,21.973
107982,22.782
107983,16.851
107984,18.199
107985,17.929
107986,17.659
107987,19.007
107988,11.189
107989,16.042
107990,11.728
107991,15.503
107992,18.468
107993,17.659
107994,17.929
107995,17.659
107996,17.659
107997,17.929
107998,17.39
107999,25.478
108000,25.747
108001,25.747
108002,25.747
108003,25.478
108004,17.39
108005,17.659
108006,17.39
108007,18.468
108008,25.208
108009,16.581
108010,17.659
108011,17.39
108012,17.39
108013,17.39
108014,17.39
108015,17.39
108016,17.39
108017,17.39
108018,17.39
108019,17.39
108020,17.39
108021,17.39
108022,16.851
108023,18.199
108024,11.998
108025,13.885
108026,13.346
108027,8.2236
108028,9.5716
108029,8.2236
108030,14.694
108031,17.659
108032,17.12
108033,17.12
108034,17.12
108035,17.12
108036,16.851
108037,17.659
108038,9.8412
108039,8.7628
108040,9.0324
108041,9.0324
108042,9.0324
108043,8.7628
108044,8.7628
108071,27.634
108072,70.23
108073,122.8
108074,180.76
108075,244.12
108076,310.44
108077,375.95
108078,441.46
108079,506.7
108080,573.29
108081,623.17
108082,672.5
108083,705.66
108084,737.74
108085,762.01
108086,769.56
108087,776.57
108088,758.23
108089,732.89
108090,706.74
108091,672.77
108092,638.8
108093,607.26
108094,592.43
108095,585.69
108096,584.62
108097,572.75
108098,554.69
108099,520.72
108100,472.46
108101,425.82
108102,368.4
108103,320.95
108104,268.11
108105,231.18
108106,200.98
108107,156.5
108108,120.11
108109,87.215
108110,57.829
108111,38.957
108112,23.051
108113,5.5277
108390,3.3709
108391,3.3709
108394,3.1013
108395,6.6061
108396,8.2236
108397,1.7534
108398,3.1013
108399,2.8317
108400,2.8317
108401,2.8317
108402,2.8317
108403,2.8317
108404,2.5621
108405,3.3709
108408,8.2236
108409,4.9885
108410,2.2925
108411,2.8317
108412,2.8317
108413,2.023
108414,10.65
108415,3.1013
108416,10.38
108417,10.92
108418,10.65
108419,10.65
108420,10.65
108421,10.65
108422,10.65
108423,11.459
108424,18.468
108425,9.8412
108426,10.92
108427,10.65
108428,10.65
108429,10.65
108430,10.65
108431,10.65
108432,10.65
108433,10.65
108434,10.65
108435,10.65
108436,10.65
108437,10.65
108438,10.38
108439,10.65
108440,9.5716
108441,14.963
108442,19.007
108443,19.547
108444,12.537
108445,14.963
108446,19.277
108447,18.199
108448,18.468
108449,18.199
108450,18.738
108451,17.39
108452,25.747
108453,19.816
108454,17.929
108455,18.199
108456,18.738
108457,10.65
108458,10.111
108459,10.111
108460,10.111
108461,10.111
108462,10.111
108463,10.111
108464,10.111
108465,10.38
108466,9.302
108467,1.4838
108468,2.2925
108469,2.023
108470,2.023
108471,2.023
108472,2.023
108473,2.023
108474,2.023
108475,2.2925
108476,1.4838
108477,5.2581
108478,10.92
108479,10.111
108480,9.302
108481,14.155
108482,19.007
108483,17.929
108484,17.929
108485,18.199
108486,17.12
108487,23.321
108488,26.286
108489,26.826
108490,19.816
108491,18.199
108492,11.459
108493,9.5716
108494,9.8412
108495,10.38
108496,2.5621
108497,1.4838
108498,1.7534
108499,1.7534
108500,1.7534
108501,1.7534
108502,1.7534
108503,2.023
108504,17.929
108505,9.302
108506,9.8412
108507,9.5716
108508,9.8412
108509,9.8412
108510,9.5716
108511,10.111
108512,7.954
108513,0.94458
108514,1.7534
108515,1.7534
108516,0.94458
108517,4.4493
108518,10.38
108519,10.38
108520,5.5277
108521,4.9885
108522,6.8756
108524,2.023
108526,6.3365
108527,10.38
108528,9.0324
108529,10.65
108530,3.1013
108531,6.8756
108532,10.111
108533,9.302
108534,9.5716
108535,9.5716
108536,9.5716
108537,9.5716
108538,9.5716
108539,9.5716
108540,9.0324
108541,17.12
108542,17.659
108543,17.39
108544,17.39
108545,17.39
108546,17.39
108547,17.39
108548,17.39
108549,17.39
108550,17.39
108551,17.39
108552,17.39
108553,17.12
108554,18.468
108555,28.443
108556,31.948
108557,24.399
108558,25.208
108559,26.017
108560,21.434
108561,20.086
108562,22.782
108563,16.042
108564,17.39
108565,16.851
108566,17.12
108567,17.12
108568,17.12
108569,16.851
108570,16.851
108571,16.851
108572,17.12
108573,16.042
108574,23.051
108575,25.478
108576,23.86
108577,32.217
108578,26.286
108579,24.399
108580,24.938
108581,24.669
108582,24.669
108583,24.669
108584,24.938
108585,16.581
108586,16.581
108587,16.311
108588,8.2236
108589,8.4932
108590,8.4932
108591,8.4932
108592,8.4932
108593,8.4932
108594,8.2236
108595,10.111
108596,17.39
108597,16.311
108598,16.581
108599,15.772
108600,19.007
108601,25.208
108602,24.13
108603,24.399
108604,24.13
108605,24.938
108606,22.512
108607,33.565
108608,37.07
108609,32.217
108610,26.826
108611,28.443
108612,33.026
108613,31.948
108614,31.948
108615,33.026
108616,25.747
108617,23.59
108618,23.86
108619,24.399
108620,17.12
108621,14.963
108622,23.321
108623,23.86
108624,23.86
108625,23.86
108626,23.86
108627,23.86
108628,23.59
108629,23.86
108630,23.321
108631,15.233
108632,15.772
108633,15.503
108634,15.503
108635,15.503
108636,15.503
108637,15.503
108638,15.772
108639,14.694
108640,18.468
108641,21.164
108642,17.929
108643,20.895
108644,17.39
108645,24.669
108646,23.051
108647,23.321
108648,23.321
108649,23.321
108650,23.321
108651,23.59
108652,22.512
108653,28.443
108654,31.948
108655,30.87
108656,32.217
108657,24.399
108658,28.713
108659,32.217
108660,24.399
108661,22.782
108662,23.051
108663,22.782
108664,22.782
108665,22.782
108666,22.782
108667,22.782
108668,22.782
108669,22.782
108670,22.782
108671,22.782
108672,22.782
108673,22.782
108674,22.782
108675,22.512
108676,23.051
108677,20.895
108678,15.772
108679,21.434
108680,15.503
108681,23.59
108682,22.782
108683,20.086
108684,13.615
108685,13.885
108686,17.659
108687,23.321
108688,22.243
108689,22.243
108690,22.512
108691,21.434
108692,26.826
108693,31.139
108694,30.061
108695,30.33
108696,30.33
108697,30.33
108698,30.061
108699,30.061
108700,30.061
108701,30.061
108702,30.061
108703,30.33
108704,29.252
108705,37.879
108706,30.6
108707,30.061
108708,21.973
108709,21.973
108710,13.615
108711,13.615
108712,5.5277
108713,5.2581
108715,6.3365
108716,5.5277
108717,5.5277
108718,6.8756
108719,14.424
108720,13.615
108721,13.346
108722,15.503
108723,23.051
108724,19.007
108725,12.537
108726,14.424
108727,10.38
108728,4.7189
108729,5.5277
108730,6.0669
108731,1.4838
108734,2.023
108735,6.0669
108736,5.5277
108737,4.7189
108738,10.92
108739,13.885
108740,13.615
108741,12.537
108742,19.816
108743,21.703
108744,21.973
108745,14.424
108746,13.615
108747,6.0669
108748,4.9885
108749,5.2581
108750,4.9885
108751,13.076
108752,13.346
108753,13.346
108754,13.346
108755,13.076
108756,14.424
108757,29.522
108758,20.355
108759,21.434
108760,21.164
108761,21.164
108762,21.164
108763,21.164
108764,20.625
108765,23.321
108766,30.061
108767,28.982
108768,29.252
108769,28.982
108770,28.982
108771,28.982
108772,28.982
108773,28.982
108774,28.982
108775,28.713
108776,28.982
108777,28.443
108778,29.522
108779,23.59
108780,19.277
108781,26.556
108782,28.982
108783,28.443
108784,28.713
108785,28.443
108786,28.713
108787,28.443
108788,28.982
108789,21.164
108790,20.355
108791,20.355
108792,20.355
108793,20.355
108794,20.355
108795,20.355
108796,20.355
108797,20.355
108798,20.086
108799,20.086
108800,20.086
108801,20.355
108802,19.816
108803,21.703
108804,28.713
108805,28.174
108806,26.286
108807,17.929
108808,26.017
108809,34.913
108810,26.556
108811,28.443
108812,27.634
108813,28.713
108814,23.86
108815,19.007
108816,20.086
108817,19.547
108818,20.086
108819,18.468
108820,26.017
108821,21.703
108822,25.478
108823,22.512
108824,19.007
108825,19.816
108826,19.547
108827,19.547
108828,19.547
108829,19.547
108830,19.547
108831,19.547
108832,19.547
108833,19.277
108834,19.547
108835,11.459
108836,11.189
108837,11.459
108838,19.547
108839,19.277
108840,19.277
108841,19.277
108842,19.007
108843,20.355
108844,27.904
108845,27.095
108846,27.095
108847,27.634
108848,24.938
108849,17.929
108850,20.086
108851,15.233
108852,14.424
108853,13.885
108878,6.6061
108879,56.481
108880,114.17
108881,172.14
108882,238.46
108883,303.97
108884,369.48
108885,435.53
108886,498.88
108887,558.2
108888,619.12
108889,656.87
108890,698.38
108891,736.67
108892,766.32
108893,784.92
108894,785.19
108895,772.25
108896,750.69
108897,725.34
108898,695.96
108899,661.72
108900,626.94
108901,601.06
108902,595.67
108903,594.05
108904,603.22
108905,582.73
108906,547.95
108907,502.66
108908,452.78
108909,395.9
108910,343.87
108911,294.8
108912,244.39
108913,201.25
108914,168.36
108915,126.84
108916,101.23
108917,68.343
108918,43.271
108919,18.738
108920,10.38
109247,5.7973
109248,6.6061
109249,6.6061
109250,6.6061
109251,6.6061
109252,6.6061
109253,22.782
109254,14.155
109255,14.155
109256,6.0669
109257,5.7973
109288,6.3365
109345,7.6844
109346,6.6061
109347,6.8756
109348,6.8756
109349,6.8756
109350,6.8756
109351,6.8756
109352,6.8756
109353,6.6061
109354,7.1452
109355,5.7973
109356,11.728
109357,10.38
109358,11.189
109359,10.92
109360,6.0669
109361,5.7973
109362,13.076
109363,9.0324
109364,11.728
109365,15.233
109366,14.424
109367,14.694
109368,14.694
109369,14.694
109370,14.694
109371,14.694
109372,14.694
109373,14.694
109374,14.694
109375,14.424
109376,14.694
109377,14.424
109378,22.782
109379,22.512
109380,22.512
109381,21.973
109382,13.885
109383,14.694
109384,13.346
109385,5.5277
109386,6.8756
109387,4.7189
109390,7.1452
109391,6.0669
109392,6.0669
109393,7.1452
109394,2.2925
109396,7.1452
109397,6.3365
109398,5.2581
109399,11.459
109400,9.5716
109401,10.111
109402,15.233
109403,14.155
109404,14.155
109405,14.424
109406,13.615
109407,19.547
109408,28.713
109409,31.139
109410,23.59
109411,21.703
109412,22.782
109413,14.963
109414,13.885
109415,14.155
109416,13.885
109417,13.885
109418,13.885
109419,13.885
109420,5.7973
109421,6.3365
109422,14.155
109423,13.885
109424,13.885
109425,14.155
109426,12.537
109427,6.3365
109428,14.694
109429,13.615
109430,13.885
109431,13.885
109432,13.885
109433,13.885
109434,13.885
109435,13.885
109436,13.615
109437,13.615
109438,13.615
109439,13.615
109440,13.615
109441,13.615
109442,13.615
109443,13.615
109444,13.615
109445,13.615
109446,13.615
109447,13.615
109448,13.615
109449,13.346
109450,13.885
109451,11.728
109452,27.634
109453,23.321
109454,21.164
109455,21.434
109456,21.973
109457,13.615
109458,21.164
109459,21.434
109460,21.434
109461,21.434
109462,21.434
109463,21.434
109464,21.434
109465,21.164
109466,21.164
109467,21.434
109468,20.086
109469,12.537
109470,13.346
109471,13.076
109472,13.076
109473,13.346
109474,12.537
109475,15.772
109476,21.973
109477,20.895
109478,21.164
109479,20.895
109480,20.895
109481,21.164
109482,20.625
109483,21.703
109484,16.311
109485,12.268
109486,13.076
109487,12.537
109488,13.615
109489,7.1452
109490,3.3709
109491,10.92
109492,13.346
109493,11.998
109494,19.816
109495,20.355
109496,28.443
109497,21.703
109498,20.625
109499,20.625
109500,20.625
109501,20.625
109502,20.625
109503,12.537
109504,20.625
109505,11.998
109506,12.537
109507,12.537
109508,12.537
109509,12.537
109510,12.537
109511,12.537
109512,12.537
109513,12.268
109514,12.537
109515,11.728
109516,14.963
109517,21.164
109518,20.086
109519,20.625
109520,20.086
109521,21.164
109522,16.581
109523,11.189
109524,13.346
109525,7.6844
109526,3.6405
109527,3.3709
109528,9.302
109529,12.807
109530,11.998
109531,12.268
109532,11.998
109533,12.268
109534,11.459
109535,18.738
109536,20.355
109537,20.625
109538,12.807
109539,11.998
109540,11.998
109541,11.998
109542,11.998
109543,11.998
109544,11.998
109545,11.998
109546,11.998
109547,11.728
109548,12.807
109549,19.547
109550,12.268
109551,19.547
109552,10.92
109553,12.268
109554,11.189
109555,14.155
109556,18.468
109557,10.65
109558,11.998
109559,11.998
109560,10.92
109561,15.772
109562,17.12
109563,10.65
109564,11.998
109565,11.728
109566,11.728
109567,11.728
109568,11.728
109569,11.728
109570,11.459
109571,12.537
109572,5.7973
109573,3.9101
109581,3.3709
109592,4.1797
109593,3.3709
109594,3.6405
109595,3.6405
109596,3.6405
109597,3.6405
109598,3.6405
109599,3.6405
109600,3.1013
109601,6.3365
109602,13.346
109603,7.4148
109604,6.0669
109605,13.076
109606,9.5716
109607,20.895
109608,24.669
109609,18.738
109610,19.007
109611,24.669
109612,27.904
109613,28.174
109614,21.703
109615,19.007
109616,19.547
109617,19.277
109618,19.277
109619,19.277
109620,19.277
109621,19.277
109622,19.277
109623,19.277
109624,19.277
109625,19.277
109626,19.277
109627,19.277
109628,19.277
109629,19.277
109630,19.277
109631,19.277
109632,19.007
109633,19.277
109634,17.929
109635,10.38
109636,11.189
109637,10.92
109638,10.92
109639,11.459
109640,8.7628
109641,2.023
109642,3.1013
109643,2.8317
109644,3.1013
109645,2.023
109646,7.4148
109647,7.1452
109648,5.7973
109649,11.998
109650,10.65
109651,11.189
109652,10.111
109653,16.042
109654,19.547
109655,18.738
109656,19.007
109657,18.738
109658,18.738
109659,18.738
109660,18.738
109661,18.738
109662,18.738
109663,18.738
109664,18.199
109665,26.286
109666,26.826
109667,26.826
109668,18.738
109669,18.468
109670,18.468
109671,18.199
109672,10.111
109673,9.8412
109674,1.7534
109675,2.5621
109676,2.2925
109677,2.8317
109678,0.94458
109681,3.1013
109682,2.8317
109687,3.6405
109688,2.023
109689,2.5621
109690,2.5621
109691,1.4838
109692,6.8756
109693,11.189
109694,10.38
109695,10.111
109696,11.189
109697,4.7189
109698,1.4838
109699,3.3709
109725,31.139
109726,81.823
109727,140.06
109728,200.44
109729,267.3
109730,331.74
109731,402.1
109732,473.27
109733,533.12
109734,590.28
109735,643.39
109736,686.79
109737,722.65
109738,748.26
109739,774.14
109740,780.61
109741,772.79
109742,757.96
109743,734.24
109744,702.43
109745,660.91
109746,625.86
109747,598.36
109748,596.21
109749,588.12
109750,579.22
109751,562.78
109752,521.26
109753,479.47
109754,429.33
109755,371.1
109756,323.11
109757,288.06
109758,230.91
109759,200.44
109760,164.59
109761,126.04
109762,100.69
109763,67.804
109764,46.236
109765,30.33
109766,13.076
110158,0.94458
110165,0.94458
110195,1.7534
110196,0.94458
110197,0.94458
110198,0.94458
110199,0.94458
110200,0.94458
110201,0.94458
110202,0.94458
110203,0.94458
110204,0.94458
110205,0.94458
110206,1.4838
110209,0.94458
110210,0.94458
110211,0.94458
110212,0.94458
110213,0.94458
110214,0.94458
110215,0.94458
110216,1.2142
110227,2.023
110228,0.94458
110229,0.94458
110230,1.2142
110232,6.3365
110233,4.4493
110234,5.5277
110235,5.2581
110237,2.023
110245,1.4838
110246,0.94458
110247,1.2142
110248,0.94458
110249,1.2142
110250,0.94458
110251,1.2142
110252,0.94458
110253,9.0324
110255,1.2142
110256,0.94458
110257,0.94458
110258,0.94458
110259,0.94458
110260,0.94458
110261,0.94458
110262,0.94458
110263,0.94458
110264,0.94458
110265,0.94458
110266,1.2142
110268,3.9101
110269,10.65
110270,5.5277
110272,1.2142
110273,0.94458
110274,0.94458
110275,0.94458
110276,0.94458
110277,0.94458
110278,0.94458
110279,0.94458
110280,0.94458
110281,0.94458
110282,0.94458
110283,0.94458
110284,0.94458
110285,0.94458
110286,0.94458
110287,0.94458
110288,0.94458
110289,0.94458
110290,0.94458
110291,0.94458
110292,0.94458
110293,0.94458
110294,0.94458
110295,1.2142
110296,9.0324
110297,0.94458
110298,9.5716
110299,8.7628
110300,9.0324
110301,9.0324
110302,9.0324
110303,8.4932
110304,10.65
110305,17.659
110306,17.39
110307,14.694
110308,7.954
110309,9.0324
110310,8.7628
110311,8.7628
110312,9.5716
110313,4.9885
110331,1.2142
110332,0.94458
110333,0.94458
110334,0.94458
110335,0.94458
110336,0.94458
110337,1.2142
110338,9.302
110339,8.7628
110340,9.302
110341,8.2236
110343,0.94458
110344,1.2142
110351,1.7534
110353,0.94458
110354,1.4838
110356,10.111
110357,13.346
110358,13.076
110359,13.076
110360,9.302
110361,3.1013
110362,6.3365
110363,4.1797
110365,1.2142
110366,0.94458
110367,0.94458
110368,0.94458
110369,1.2142
110371,7.954
110372,9.0324
110373,8.7628
110374,9.0324
110375,8.7628
110376,9.0324
110377,0.94458
110378,0.94458
110379,0.94458
110380,0.94458
110384,1.4838
110386,0.94458
110387,0.94458
110388,0.94458
110389,0.94458
110390,0.94458
110391,0.94458
110392,0.94458
110393,0.94458
110394,0.94458
110395,0.94458
110396,0.94458
110397,0.94458
110398,0.94458
110399,0.94458
110400,0.94458
110401,0.94458
110402,0.94458
110403,0.94458
110404,0.94458
110406,1.2142
110408,7.954
110409,2.5621
110410,1.2142
110447,1.7534
110448,2.023
110452,7.4148
110453,3.1013
110454,0.94458
110455,2.023
110461,1.4838
110462,1.4838
110463,1.2142
110464,2.023
110465,9.8412
110466,9.302
110467,9.5716
110468,9.302
110469,9.8412
110470,7.1452
110471,2.8317
110472,7.954
110473,2.5621
110474,10.38
110475,9.8412
110476,5.7973
110477,3.6405
110478,10.111
110479,10.111
110480,4.9885
110481,4.4493
110482,10.65
110483,8.2236
110484,13.885
110485,17.929
110486,16.851
110487,18.199
110488,11.728
110489,8.7628
110490,9.302
110491,9.302
110492,9.0324
110493,9.8412
110494,2.2925
110495,0.94458
110496,0.94458
110497,1.4838
110501,1.2142
110503,1.4838
110504,9.302
110505,9.0324
110506,9.302
110507,9.0324
110508,9.0324
110509,9.0324
110510,9.0324
110511,9.0324
110512,9.0324
110513,9.0324
110514,9.0324
110515,8.7628
110516,9.8412
110517,5.5277
110518,3.6405
110519,6.8756
110521,1.2142
110522,0.94458
110523,0.94458
110524,0.94458
110525,0.94458
110526,0.94458
110527,0.94458
110529,1.7534
110542,0.94458
110543,0.94458
110544,0.94458
110545,0.94458
110546,0.94458
110547,0.94458
110548,0.94458
110549,0.94458
110550,1.2142
110579,12.268
110580,69.152
110581,127.11
110582,184.27
110583,249.51
110584,315.02
110585,388.89
110586,446.31
110587,511.83
110588,567.9
110589,608.34
110590,648.24
110591,680.32
110592,711.86
110593,734.51
110594,747.18
110595,744.48
110596,731.27
110597,704.85
110598,677.63
110599,643.39
110600,608.34
110601,582.46
110602,579.76
110603,576.8
110604,563.86
110605,543.64
110606,512.09
110607,485.67
110608,442.81
110609,386.46
110610,337.13
110611,292.38
110612,250.59
110613,214.73
110614,182.11
110615,148.95
110616,114.98
110617,89.102
110618,57.29
